amount,p_month,p_age,p_gender,postal_code_id,id
117560.8068,2015-11-01,55-64,F,6065,2826
133931.82021,2015-11-01,55-64,M,6065,6733
107242.26335,2015-11-01,>=65,F,6065,722
92616.25198,2015-11-01,>=65,M,6065,3768
24505.69942,2015-12-01,<=24,F,6065,1062
21953.69872,2015-12-01,<=24,M,6065,4464
159886.89621,2015-12-01,25-34,F,6065,1637
150935.94088,2015-12-01,25-34,M,6065,8311
241960.44711,2015-12-01,35-44,F,6065,6149
236639.17419,2015-12-01,35-44,M,6065,9573
229692.12822,2015-12-01,45-54,F,6065,6457
235858.04044,2015-12-01,45-54,M,6065,2463
144840.76714,2015-12-01,55-64,F,6065,2871
163827.55867,2015-12-01,55-64,M,6065,7037
140516.65156,2015-12-01,>=65,F,6065,9815
132247.36258,2015-12-01,>=65,M,6065,4043
21900.73886,2015-01-01,<=24,F,6066,5604
23611.54048,2015-01-01,<=24,M,6066,9373
154629.65752,2015-01-01,25-34,F,6066,7110
154387.77922,2015-01-01,25-34,M,6066,3124
301976.70116,2015-01-01,35-44,F,6066,753
261620.29692,2015-01-01,35-44,M,6066,3993
327549.20686,2015-01-01,45-54,F,6066,2324
282459.3906,2015-01-01,45-54,M,6066,8971
223721.47536,2015-01-01,55-64,F,6066,8543
201037.08966,2015-01-01,55-64,M,6066,1739
142651.34338,2015-01-01,>=65,F,6066,6193
149768.45224,2015-01-01,>=65,M,6066,504
19755.71952,2015-02-01,<=24,F,6066,1311
18194.58882,2015-02-01,<=24,M,6066,4962
147548.7238,2015-02-01,25-34,F,6066,10451
146876.87392,2015-02-01,25-34,M,6066,7844
276584.05422,2015-02-01,35-44,F,6066,6018
251568.64134,2015-02-01,35-44,M,6066,9494
289296.12836,2015-02-01,45-54,F,6066,6931
243054.55438,2015-02-01,45-54,M,6066,2960
175610.35956,2015-02-01,55-64,F,6066,2391
194655.22364,2015-02-01,55-64,M,6066,6531
118395.3174,2015-02-01,>=65,F,6066,9907
150326.95834,2015-02-01,>=65,M,6066,4214
20521.79938,2015-03-01,<=24,F,6066,5090
19305.1215,2015-03-01,<=24,M,6066,1247
155036.9399,2015-03-01,25-34,F,6066,7891
156289.47634,2015-03-01,25-34,M,6066,10428
306762.56512,2015-03-01,35-44,F,6066,9507
279481.3284,2015-03-01,35-44,M,6066,5967
327679.90902,2015-03-01,45-54,F,6066,2935
271310.55125,2015-03-01,45-54,M,6066,7013
215487.08447,2015-03-01,55-64,F,6066,6411
199506.98064,2015-03-01,55-64,M,6066,2506
148770.9281,2015-03-01,>=65,F,6066,4079
163655.10796,2015-03-01,>=65,M,6066,9968
22166.9405,2015-04-01,<=24,F,6066,7453
19923.46068,2015-04-01,<=24,M,6066,3480
152694.94012,2015-04-01,25-34,F,6066,5275
151362.60328,2015-04-01,25-34,M,6066,9221
304836.91122,2015-04-01,35-44,F,6066,1750
266394.53958,2015-04-01,35-44,M,6066,8556
313099.97982,2015-04-01,45-54,F,6066,875
275783.31262,2015-04-01,45-54,M,6066,4076
209319.787,2015-04-01,55-64,F,6066,4009
190582.91546,2015-04-01,55-64,M,6066,9840
148865.13578,2015-04-01,>=65,F,6066,6999
156787.66418,2015-04-01,>=65,M,6066,2922
22098.03992,2015-05-01,<=24,F,6066,7100
21603.7611,2015-05-01,<=24,M,6066,3214
157605.88858,2015-05-01,25-34,F,6066,5659
164224.08334,2015-05-01,25-34,M,6066,9359
332769.57324,2015-05-01,35-44,F,6066,2101
306652.36064,2015-05-01,35-44,M,6066,8812
356689.0826,2015-05-01,45-54,F,6066,687
286550.07114,2015-05-01,45-54,M,6066,3783
221307.643,2015-05-01,55-64,F,6066,4383
243433.588,2015-05-01,55-64,M,6066,9982
165791.64687,2015-05-01,>=65,F,6066,6721
186793.704,2015-05-01,>=65,M,6066,2570
24032.04112,2015-06-01,<=24,F,6066,2728
21062.28132,2015-06-01,<=24,M,6066,6866
166244.12136,2015-06-01,25-34,F,6066,440
171706.17776,2015-06-01,25-34,M,6066,5997
350218.80034,2015-06-01,35-44,F,6066,7834
297341.74864,2015-06-01,35-44,M,6066,1382
341533.85016,2015-06-01,45-54,F,6066,4879
277734.10592,2015-06-01,45-54,M,6066,10267
217538.35344,2015-06-01,55-64,F,6066,1144
214804.73874,2015-06-01,55-64,M,6066,4599
162363.41184,2015-06-01,>=65,F,6066,3685
187032.75618,2015-06-01,>=65,M,6066,7572
22385.68062,2015-07-01,<=24,F,6066,6895
26820.67966,2015-07-01,<=24,M,6066,3018
163493.1219,2015-07-01,25-34,F,6066,5808
172472.84276,2015-07-01,25-34,M,6066,9428
320193.44074,2015-07-01,35-44,F,6066,10516
277618.8036,2015-07-01,35-44,M,6066,8041
340387.968,2015-07-01,45-54,F,6066,1290
286895.38956,2015-07-01,45-54,M,6066,5005
210814.43972,2015-07-01,55-64,F,6066,4576
194460.18586,2015-07-01,55-64,M,6066,10074
157102.8657,2015-07-01,>=65,F,6066,7547
167775.49848,2015-07-01,>=65,M,6066,3396
25588.85988,2015-08-01,<=24,F,6066,4988
20201.1612,2015-08-01,<=24,M,6066,1276
123085.64312,2015-08-01,25-34,F,6066,7778
136034.99824,2015-08-01,25-34,M,6066,10466
233747.94994,2015-08-01,35-44,F,6066,9478
238724.74194,2015-08-01,35-44,M,6066,6071
229151.68061,2015-08-01,45-54,F,6066,3032
201775.23244,2015-08-01,45-54,M,6066,6909
155400.45526,2015-08-01,55-64,F,6066,6508
125966.37688,2015-08-01,55-64,M,6066,2443
102302.81362,2015-08-01,>=65,F,6066,4151
92775.13694,2015-08-01,>=65,M,6066,9928
25916.15978,2015-09-01,<=24,F,6066,10018
25504.73986,2015-09-01,<=24,M,6066,4298
156110.3374,2015-09-01,25-34,F,6066,1841
144285.13508,2015-09-01,25-34,M,6066,8413
336347.43848,2015-09-01,35-44,F,6066,5414
278861.95636,2015-09-01,35-44,M,6066,97
370362.90968,2015-09-01,45-54,F,6066,7601
277350.8584,2015-09-01,45-54,M,6066,3715
192440.6442,2015-09-01,55-64,F,6066,3114
177897.8489,2015-09-01,55-64,M,6066,7201
147564.73526,2015-09-01,>=65,F,6066,1178
156157.90114,2015-09-01,>=65,M,6066,4848
27661.76046,2015-10-01,<=24,F,6066,4701
28797.3791,2015-10-01,<=24,M,6066,10149
162565.4281,2015-10-01,25-34,F,6066,8166
170044.59644,2015-10-01,25-34,M,6066,1523
342414.07064,2015-10-01,35-44,F,6066,623
277627.0497,2015-10-01,35-44,M,6066,6310
372590.63138,2015-10-01,45-54,F,6066,2625
297758.08922,2015-10-01,45-54,M,6066,6682
236318.15684,2015-10-01,55-64,F,6066,6758
202135.03428,2015-10-01,55-64,M,6066,2851
170869.4985,2015-10-01,>=65,F,6066,3748
194062.17166,2015-10-01,>=65,M,6066,714
22530.29994,2015-11-01,<=24,F,6066,7076
24007.46011,2015-11-01,<=24,M,6066,3191
162177.70496,2015-11-01,25-34,F,6066,5639
158474.69654,2015-11-01,25-34,M,6066,284
311110.3868,2015-11-01,35-44,F,6066,2126
265062.5968,2015-11-01,35-44,M,6066,8838
347784.6821,2015-11-01,45-54,F,6066,9764
283941.72754,2015-11-01,45-54,M,6066,3797
228809.69844,2015-11-01,55-64,F,6066,4400
205348.82638,2015-11-01,55-64,M,6066,906
182474.10738,2015-11-01,>=65,F,6066,6704
200972.89806,2015-11-01,>=65,M,6066,2554
24825.9281,2015-12-01,<=24,F,6066,7373
26223.61906,2015-12-01,<=24,M,6066,3234
181737.41724,2015-12-01,25-34,F,6066,5518
177652.27274,2015-12-01,25-34,M,6066,9264
370689.71214,2015-12-01,35-44,F,6066,2321
317806.66734,2015-12-01,35-44,M,6066,8967
415611.70893,2015-12-01,45-54,F,6066,755
342936.91927,2015-12-01,45-54,M,6066,3997
293533.30632,2015-12-01,55-64,F,6066,4091
240615.93148,2015-12-01,55-64,M,6066,9972
242408.67918,2015-12-01,>=65,F,6066,6413
249312.35895,2015-12-01,>=65,M,6066,2508
35610.05742,2015-01-01,<=24,F,6067,9306
25304.15876,2015-01-01,<=24,M,6067,5456
212452.27764,2015-01-01,25-34,F,6067,3325
183934.57684,2015-01-01,25-34,M,6067,7312
438143.9538,2015-01-01,35-44,F,6067,3832
299999.5302,2015-01-01,35-44,M,6067,673
549842.25566,2015-01-01,45-54,F,6067,8790
310508.57948,2015-01-01,45-54,M,6067,2150
317478.99414,2015-01-01,55-64,F,6067,1889
220689.0285,2015-01-01,55-64,M,6067,8707
217113.26404,2015-01-01,>=65,F,6067,591
181720.7552,2015-01-01,>=65,M,6067,6384
28214.48182,2015-02-01,<=24,F,6067,4750
22199.7185,2015-02-01,<=24,M,6067,1221
171005.45716,2015-02-01,25-34,F,6067,7986
152979.28688,2015-02-01,25-34,M,6067,10529
355328.48378,2015-02-01,35-44,F,6067,9418
283811.00958,2015-02-01,35-44,M,6067,5870
450957.83434,2015-02-01,45-54,F,6067,2817
287725.75538,2015-02-01,45-54,M,6067,6793
275175.36374,2015-02-01,55-64,F,6067,6728
195712.90316,2015-02-01,55-64,M,6067,2577
184184.60792,2015-02-01,>=65,F,6067,4385
165802.55452,2015-02-01,>=65,M,6067,9983
31111.99878,2015-03-01,<=24,F,6067,1165
24862.15834,2015-03-01,<=24,M,6067,4905
187165.48174,2015-03-01,25-34,F,6067,10501
163934.3598,2015-03-01,25-34,M,6067,8011
394070.63038,2015-03-01,35-44,F,6067,5819
287710.74002,2015-03-01,35-44,M,6067,9436
465934.67423,2015-03-01,45-54,F,6067,6838
306933.36226,2015-03-01,45-54,M,6067,2790
298275.18992,2015-03-01,55-64,F,6067,2693
220462.70182,2015-03-01,55-64,M,6067,6587
222890.92736,2015-03-01,>=65,F,6067,10035
198826.1461,2015-03-01,>=65,M,6067,4242
28612.08034,2015-04-01,<=24,F,6067,3660
23851.47866,2015-04-01,<=24,M,6067,7650
190472.60836,2015-04-01,25-34,F,6067,9138
167564.86572,2015-04-01,25-34,M,6067,5134
389098.81772,2015-04-01,35-44,F,6067,8718
281134.95508,2015-04-01,35-44,M,6067,1900
455659.55138,2015-04-01,45-54,F,6067,4247
293595.60573,2015-04-01,45-54,M,6067,963
274745.86898,2015-04-01,55-64,F,6067,9746
205049.91036,2015-04-01,55-64,M,6067,3845
202148.5688,2015-04-01,>=65,F,6067,2793
180389.67934,2015-04-01,>=65,M,6067,6841
43455.73932,2015-05-01,<=24,F,6067,3341
24278.83798,2015-05-01,<=24,M,6067,7255
216575.06542,2015-05-01,25-34,F,6067,9285
166445.62422,2015-05-01,25-34,M,6067,5482
435307.42734,2015-05-01,35-44,F,6067,9021
320600.16596,2015-05-01,35-44,M,6067,2272
530252.41678,2015-05-01,45-54,F,6067,3957
320582.46991,2015-05-01,45-54,M,6067,781
326651.24943,2015-05-01,55-64,F,6067,9916
219579.74813,2015-05-01,55-64,M,6067,4234
252996.72822,2015-05-01,>=65,F,6067,2397
207314.75534,2015-05-01,>=65,M,6067,6537
32543.03952,2015-06-01,<=24,F,6067,7066
28903.39964,2015-06-01,<=24,M,6067,2900
222311.81828,2015-06-01,25-34,F,6067,5860
181738.82175,2015-06-01,25-34,M,6067,361
464302.99304,2015-06-01,35-44,F,6067,1468
321762.98784,2015-06-01,35-44,M,6067,7976
545354.49688,2015-06-01,45-54,F,6067,10348
367136.01356,2015-06-01,45-54,M,6067,5032
341203.02408,2015-06-01,55-64,F,6067,4423
234976.41292,2015-06-01,55-64,M,6067,1041
231777.1452,2015-06-01,>=65,F,6067,7432
228383.82492,2015-06-01,>=65,M,6067,3535
40864.71824,2015-07-01,<=24,F,6067,2855
27596.55782,2015-07-01,<=24,M,6067,6762
237816.64855,2015-07-01,25-34,F,6067,9519
188344.70162,2015-07-01,25-34,M,6067,5989
454137.80566,2015-07-01,35-44,F,6067,7875
327501.65354,2015-07-01,35-44,M,6067,10422
515356.27465,2015-07-01,45-54,F,6067,4782
325891.28688,2015-07-01,45-54,M,6067,1195
332372.43146,2015-07-01,55-64,F,6067,10153
241650.86836,2015-07-01,55-64,M,6067,4707
206299.96802,2015-07-01,>=65,F,6067,3582
191630.91879,2015-07-01,>=65,M,6067,7747
23877.04004,2015-08-01,<=24,F,6067,1210
23218.85894,2015-08-01,<=24,M,6067,4814
162926.41798,2015-08-01,25-34,F,6067,10551
154844.46557,2015-08-01,25-34,M,6067,7963
296154.92876,2015-08-01,35-44,F,6067,5890
223509.86821,2015-08-01,35-44,M,6067,9389
345759.13869,2015-08-01,45-54,F,6067,6739
223633.10526,2015-08-01,45-54,M,6067,2832
218076.2817,2015-08-01,55-64,F,6067,2598
167107.4946,2015-08-01,55-64,M,6067,6655
136130.99736,2015-08-01,>=65,F,6067,10010
115767.07704,2015-08-01,>=65,M,6067,4368
32229.5202,2015-09-01,<=24,F,6067,4121
32454.23776,2015-09-01,<=24,M,6067,9951
199783.67518,2015-09-01,25-34,F,6067,8605
236702.2512,2015-09-01,25-34,M,6067,2053
432046.3681,2015-09-01,35-44,F,6067,7
304285.51054,2015-09-01,35-44,M,6067,5241
485028.21474,2015-09-01,45-54,F,6067,3516
304928.13948,2015-09-01,45-54,M,6067,7413
290098.47554,2015-09-01,55-64,F,6067,7340
213650.32888,2015-09-01,55-64,M,6067,3284
196240.44174,2015-09-01,>=65,F,6067,5057
169293.89104,2015-09-01,>=65,M,6067,1270
27899.93782,2015-10-01,<=24,F,6067,10070
28211.32106,2015-10-01,<=24,M,6067,4570
207379.17633,2015-10-01,25-34,F,6067,1608
177972.37067,2015-10-01,25-34,M,6067,8348
445509.21958,2015-10-01,35-44,F,6067,6119
314937.80764,2015-10-01,35-44,M,6067,552
513557.60249,2015-10-01,45-54,F,6067,6493
325978.31366,2015-10-01,45-54,M,6067,2428
295790.37748,2015-10-01,55-64,F,6067,3016
243668.10172,2015-10-01,55-64,M,6067,6893
207264.23468,2015-10-01,>=65,F,6067,794
192935.62583,2015-10-01,>=65,M,6067,3919
37776.76709,2015-11-01,<=24,F,6067,3362
33831.27998,2015-11-01,<=24,M,6067,7276
201983.81148,2015-11-01,25-34,F,6067,214
175455.66842,2015-11-01,25-34,M,6067,5503
420376.20886,2015-11-01,35-44,F,6067,8991
305388.64454,2015-11-01,35-44,M,6067,2242
491233.53554,2015-11-01,45-54,F,6067,3935
323015.71198,2015-11-01,45-54,M,6067,9851
306414.71694,2015-11-01,55-64,F,6067,805
225034.7454,2015-11-01,55-64,M,6067,4192
237696.39284,2015-11-01,>=65,F,6067,2420
209012.26272,2015-11-01,>=65,M,6067,6560
41538.4409,2015-12-01,<=24,F,6067,3072
36215.71836,2015-12-01,<=24,M,6067,7235
214702.75098,2015-12-01,25-34,F,6067,9337
194299.95426,2015-12-01,25-34,M,6067,5693
449771.99726,2015-12-01,35-44,F,6067,8785
330846.51942,2015-12-01,35-44,M,6067,2145
521190.50692,2015-12-01,45-54,F,6067,3835
347775.52245,2015-12-01,45-54,M,6067,675
387428.2544,2015-12-01,55-64,F,6067,10042
260772.69278,2015-12-01,55-64,M,6067,4259
286266.35346,2015-12-01,>=65,F,6067,2702
259668.4705,2015-12-01,>=65,M,6067,6596
27402.51868,2015-01-01,<=24,F,6068,8724
27778.72008,2015-01-01,<=24,M,6068,1906
253443.7595,2015-01-01,25-34,F,6068,4174
238000.93802,2015-01-01,25-34,M,6068,9937
479327.52184,2015-01-01,35-44,F,6068,3646
435086.56972,2015-01-01,35-44,M,6068,7636
478236.57964,2015-01-01,45-54,F,6068,110
391251.9214,2015-01-01,45-54,M,6068,5346
317678.71072,2015-01-01,55-64,F,6068,5441
271528.78756,2015-01-01,55-64,M,6068,9298
163139.04392,2015-01-01,>=65,F,6068,7806
199804.31038,2015-01-01,>=65,M,6068,10479
29676.12256,2015-02-01,<=24,F,6068,2549
25077.1394,2015-02-01,<=24,M,6068,6700
215489.83346,2015-02-01,25-34,F,6068,530
225511.29008,2015-02-01,25-34,M,6068,6154
395244.9723,2015-02-01,35-44,F,6068,8315
380261.06942,2015-02-01,35-44,M,6068,1641
417812.45254,2015-02-01,45-54,F,6068,4682
373499.12796,2015-02-01,45-54,M,6068,10187
297007.46188,2015-02-01,55-64,F,6068,1229
256602.84676,2015-02-01,55-64,M,6068,4768
152951.88226,2015-02-01,>=65,F,6068,3194
169381.5497,2015-02-01,>=65,M,6068,7080
38196.02174,2015-03-01,<=24,F,6068,6567
31447.93884,2015-03-01,<=24,M,6068,2673
244337.05596,2015-03-01,25-34,F,6068,6129
226180.95396,2015-03-01,25-34,M,6068,556
423679.5535,2015-03-01,35-44,F,6068,1612
414872.03204,2015-03-01,35-44,M,6068,8352
474149.08722,2015-03-01,45-54,F,6068,10197
386937.3998,2015-03-01,45-54,M,6068,4636
335270.52086,2015-03-01,55-64,F,6068,4919
281229.17443,2015-03-01,55-64,M,6068,1173
180549.0345,2015-03-01,>=65,F,6068,7221
202146.60892,2015-03-01,>=65,M,6068,3058
29537.18018,2015-04-01,<=24,F,6068,3859
22648.34091,2015-04-01,<=24,M,6068,9755
241356.3102,2015-04-01,25-34,F,6068,9052
211528.9546,2015-04-01,25-34,M,6068,2220
420934.2844,2015-04-01,35-44,F,6068,217
409181.91442,2015-04-01,35-44,M,6068,5432
435008.24434,2015-04-01,45-54,F,6068,3062
364562.5069,2015-04-01,45-54,M,6068,7225
299524.20674,2015-04-01,55-64,F,6068,7627
264577.81756,2015-04-01,55-64,M,6068,3637
174915.73598,2015-04-01,>=65,F,6068,4643
210627.11216,2015-04-01,>=65,M,6068,1126
32757.89928,2015-05-01,<=24,F,6068,4187
25891.12088,2015-05-01,<=24,M,6068,9892
258710.88208,2015-05-01,25-34,F,6068,8660
246717.0729,2015-05-01,25-34,M,6068,1937
476569.18202,2015-05-01,35-44,F,6068,56
445940.61824,2015-05-01,35-44,M,6068,5175
492284.71498,2015-05-01,45-54,F,6068,3463
393893.34944,2015-05-01,45-54,M,6068,7525
352061.66176,2015-05-01,55-64,F,6068,7283
282740.78568,2015-05-01,55-64,M,6068,3369
229039.66848,2015-05-01,>=65,F,6068,4935
228336.98866,2015-05-01,>=65,M,6068,1301
39466.77986,2015-06-01,<=24,F,6068,1048
33786.46062,2015-06-01,<=24,M,6068,4436
258470.03404,2015-06-01,25-34,F,6068,1652
238014.63978,2015-06-01,25-34,M,6068,8325
498442.46702,2015-06-01,35-44,F,6068,6161
464837.6783,2015-06-01,35-44,M,6068,9578
518099.71742,2015-06-01,45-54,F,6068,6448
421298.71422,2015-06-01,45-54,M,6068,2454
399953.61592,2015-06-01,55-64,F,6068,2885
310756.93994,2015-06-01,55-64,M,6068,7051
197196.92154,2015-06-01,>=65,F,6068,9820
233059.61494,2015-06-01,>=65,M,6068,4054
45743.68172,2015-07-01,<=24,F,6068,4738
38987.3397,2015-07-01,<=24,M,6068,10166
273233.14746,2015-07-01,25-34,F,6068,8179
256806.2238,2015-07-01,25-34,M,6068,1528
499183.83884,2015-07-01,35-44,F,6068,612
474501.36588,2015-07-01,35-44,M,6068,6284
484554.80218,2015-07-01,45-54,F,6068,2594
460766.74224,2015-07-01,45-54,M,6068,6651
370493.91934,2015-07-01,55-64,F,6068,6732
316822.26588,2015-07-01,55-64,M,6068,2825
166273.3882,2015-07-01,>=65,F,6068,3766
210415.95406,2015-07-01,>=65,M,6068,720
39854.10058,2015-08-01,<=24,F,6068,6676
30369.80001,2015-08-01,<=24,M,6068,2619
248164.53958,2015-08-01,25-34,F,6068,6234
237088.78266,2015-08-01,25-34,M,6068,524
386076.25248,2015-08-01,35-44,F,6068,1660
380873.09454,2015-08-01,35-44,M,6068,8241
344455.67016,2015-08-01,45-54,F,6068,10154
346814.30368,2015-08-01,45-54,M,6068,4712
251947.42282,2015-08-01,55-64,F,6068,4784
227490.3077,2015-08-01,55-64,M,6068,1197
141065.45854,2015-08-01,>=65,F,6068,7154
134034.55196,2015-08-01,>=65,M,6068,3167
27420.97914,2015-09-01,<=24,F,6068,3300
23108.79998,2015-09-01,<=24,M,6068,7356
244640.1057,2015-09-01,25-34,F,6068,9252
245216.90296,2015-09-01,25-34,M,6068,5568
493662.6411,2015-09-01,35-44,F,6068,8893
415204.40646,2015-09-01,35-44,M,6068,2340
466125.03306,2015-09-01,45-54,F,6068,4039
370804.68742,2015-09-01,45-54,M,6068,736
322316.91602,2015-09-01,55-64,F,6068,9943
276047.65842,2015-09-01,55-64,M,6068,4105
173438.04846,2015-09-01,>=65,F,6068,2476
186773.10696,2015-09-01,>=65,M,6068,6470
26639.4809,2015-10-01,<=24,F,6068,6912
28897.13846,2015-10-01,<=24,M,6068,3035
237242.44982,2015-10-01,25-34,F,6068,5829
266329.12064,2015-10-01,25-34,M,6068,9442
476829.9202,2015-10-01,35-44,F,6068,10507
439113.84128,2015-10-01,35-44,M,6068,8019
448447.46936,2015-10-01,45-54,F,6068,1274
394501.86252,2015-10-01,45-54,M,6068,4981
361724.9979,2015-10-01,55-64,F,6068,4551
272889.4135,2015-10-01,55-64,M,6068,10060
182039.47118,2015-10-01,>=65,F,6068,7563
240202.16686,2015-10-01,>=65,M,6068,3412
33563.70048,2015-11-01,<=24,F,6068,4219
22796.56136,2015-11-01,<=24,M,6068,817
241180.3656,2015-11-01,25-34,F,6068,8684
226741.33412,2015-11-01,25-34,M,6068,1961
470086.19336,2015-11-01,35-44,F,6068,9102
445254.1941,2015-11-01,35-44,M,6068,5152
439414.89422,2015-11-01,45-54,F,6068,3440
401776.13944,2015-11-01,45-54,M,6068,7502
369724.19684,2015-11-01,55-64,F,6068,7262
286691.18778,2015-11-01,55-64,M,6068,3348
202937.02532,2015-11-01,>=65,F,6068,4960
212132.43708,2015-11-01,>=65,M,6068,10398
35760.35113,2015-12-01,<=24,F,6068,4274
26250.78058,2015-12-01,<=24,M,6068,10050
255890.75532,2015-12-01,25-34,F,6068,8476
271190.18786,2015-12-01,25-34,M,6068,1819
537393.62754,2015-12-01,35-44,F,6068,106
459819.91624,2015-12-01,35-44,M,6068,5341
518843.76022,2015-12-01,45-54,F,6068,3650
456712.57526,2015-12-01,45-54,M,6068,7640
421696.14186,2015-12-01,55-64,F,6068,7215
316121.29114,2015-12-01,55-64,M,6068,3052
233157.81274,2015-12-01,>=65,F,6068,4914
263655.43758,2015-12-01,>=65,M,6068,1169
663.49002,2015-01-01,<=24,F,6070,6286
532.50017,2015-01-01,<=24,M,6070,613
6267.79017,2015-01-01,25-34,F,6070,6420
4758.84973,2015-01-01,25-34,M,6070,2515
18217.58015,2015-01-01,35-44,F,6070,10165
21178.13186,2015-01-01,35-44,M,6070,4737
6196.66941,2015-01-01,45-54,F,6070,1691
6079.9501,2015-01-01,45-54,M,6070,8272
3116.67001,2015-01-01,55-64,F,6070,7903
3327.93024,2015-01-01,55-64,M,6070,10433
681.34999,2015-01-01,>=65,F,6070,5525
2654.78977,2015-01-01,>=65,M,6070,9267
88.87002,2015-02-01,<=24,F,6070,10032
690.75007,2015-02-01,<=24,M,6070,4322
7065.23949,2015-02-01,25-34,F,6070,1860
7399.85025,2015-02-01,25-34,M,6070,8432
23870.15147,2015-02-01,35-44,F,6070,5384
23786.84203,2015-02-01,35-44,M,6070,86
7916.86001,2015-02-01,45-54,F,6070,7593
8762.65036,2015-02-01,45-54,M,6070,3707
3655.43012,2015-02-01,55-64,F,6070,3093
3995.45979,2015-02-01,55-64,M,6070,7180
879.06996,2015-02-01,>=65,F,6070,1187
3054.9303,2015-02-01,>=65,M,6070,4875
790.53984,2015-03-01,<=24,F,6070,4361
605.90009,2015-03-01,<=24,M,6070,10005
10605.64026,2015-03-01,25-34,F,6070,8558
6653.97994,2015-03-01,25-34,M,6070,1753
22326.29992,2015-03-01,35-44,F,6070,138
27024.04145,2015-03-01,35-44,M,6070,5277
9301.18989,2015-03-01,45-54,F,6070,3546
10919.7301,2015-03-01,45-54,M,6070,7711
3635.41022,2015-03-01,55-64,F,6070,7130
4388.6999,2015-03-01,55-64,M,6070,3143
600.33995,2015-03-01,>=65,F,6070,4824
3959.62973,2015-03-01,>=65,M,6070,1217
521.40002,2015-04-01,<=24,F,6070,6741
674.88,2015-04-01,<=24,M,6070,2834
8292.53982,2015-04-01,25-34,F,6070,5965
6824.2,2015-04-01,25-34,M,6070,472
20210.24864,2015-04-01,35-44,F,6070,1356
33903.75148,2015-04-01,35-44,M,6070,7889
7162.19035,2015-04-01,45-54,F,6070,10297
9165.70936,2015-04-01,45-54,M,6070,4827
5091.40024,2015-04-01,55-64,F,6070,4729
3119.44022,2015-04-01,55-64,M,6070,1088
491.28001,2015-04-01,>=65,F,6070,7722
2426.01979,2015-04-01,>=65,M,6070,3557
630.21995,2015-05-01,<=24,F,6070,6474
797.21012,2015-05-01,<=24,M,6070,2480
9299.72038,2015-05-01,25-34,F,6070,6275
7621.32964,2015-05-01,25-34,M,6070,644
28715.35908,2015-05-01,35-44,F,6070,1502
31370.85894,2015-05-01,35-44,M,6070,8196
9109.75972,2015-05-01,45-54,F,6070,10126
13348.13984,2015-05-01,45-54,M,6070,4430
4931.84004,2015-05-01,55-64,F,6070,5022
5376.86,2015-05-01,55-64,M,6070,1254
362.01996,2015-05-01,>=65,F,6070,7353
3548.0301,2015-05-01,>=65,M,6070,3297
615.30999,2015-06-01,<=24,F,6070,3420
473.87004,2015-06-01,<=24,M,6070,7482
7712.07963,2015-06-01,25-34,F,6070,9153
7148.52033,2015-06-01,25-34,M,6070,5399
30388.14246,2015-06-01,35-44,F,6070,8440
28996.19913,2015-06-01,35-44,M,6070,1868
7767.48003,2015-06-01,45-54,F,6070,4205
11695.21067,2015-06-01,45-54,M,6070,809
3758.61022,2015-06-01,55-64,F,6070,9867
4383.67002,2015-06-01,55-64,M,6070,3969
564.66004,2015-06-01,>=65,F,6070,2986
3831.32004,2015-06-01,>=65,M,6070,6957
1453.37001,2015-07-01,<=24,F,6070,7638
858.44004,2015-07-01,<=24,M,6070,3648
9115.03987,2015-07-01,25-34,F,6070,5101
7604.41002,2015-07-01,25-34,M,6070,67
23065.45946,2015-07-01,35-44,F,6070,1905
30566.39833,2015-07-01,35-44,M,6070,8723
9298.84032,2015-07-01,45-54,F,6070,10051
11312.20044,2015-07-01,45-54,M,6070,4275
3045.20003,2015-07-01,55-64,F,6070,3848
3968.86999,2015-07-01,55-64,M,6070,679
774.18993,2015-07-01,>=65,F,6070,6807
4082.16011,2015-07-01,>=65,M,6070,2759
530.42997,2015-08-01,<=24,F,6070,4250
292.84,2015-08-01,<=24,M,6070,10039
7650.90007,2015-08-01,25-34,F,6070,8458
5583.32969,2015-08-01,25-34,M,6070,1801
19524.12107,2015-08-01,35-44,F,6070,114
20807.561,2015-08-01,35-44,M,6070,5361
